protocol_type,service,src_bytes,dst_bytes,count,srv_count,dst_host_count,dst_host_srv_count,attack_type
tcp,http,339,488,4,4,255,255,normal
tcp,http,297,2007,12,14,64,255,normal
tcp,smtp,2581,329,1,1,255,142,normal
tcp,ftp_data,13239,0,9,9,98,77,normal
tcp,http,335,287,4,4,218,193,normal
tcp,kshell,0,0,127,20,255,20,neptune
tcp,netstat,0,0,287,25,255,25,neptune
tcp,netbios_dgm,0,0,244,22,255,22,neptune
tcp,http,216,1722,8,8,255,255,normal
tcp,http,201,594,1,2,24,255,normal
tcp,http,325,1724,4,4,255,255,normal
tcp,finger,0,0,6,2,255,40,neptune
tcp,http,0,0,2,2,19,255,normal
tcp,smtp,608,327,1,1,152,74,normal
tcp,http,304,651,3,7,147,255,normal
tcp,http,283,1045,5,5,59,255,normal
tcp,http,222,916,2,7,255,255,normal
tcp,http,255,1249,3,6,42,255,normal
tcp,private,0,0,252,13,255,13,neptune
tcp,private,0,0,122,15,255,16,neptune
tcp,http,224,8889,2,2,14,255,normal
tcp,private,0,0,298,25,158,25,neptune
tcp,http,0,0,8,5,255,66,neptune
tcp,smtp,3414,332,1,1,16,108,normal
tcp,http,207,885,7,8,98,255,normal
tcp,http,198,3623,16,18,50,230,normal
tcp,http,212,253,16,34,255,255,normal
tcp,ldap,0,0,114,6,238,6,neptune
tcp,time,0,0,227,14,255,7,neptune
udp,domain_u,45,134,73,153,255,247,normal
tcp,telnet,1009,166520,1,1,255,52,normal
tcp,smtp,1645,332,1,1,216,78,normal
tcp,http,234,8139,5,5,255,255,normal
tcp,Z39_50,0,0,225,12,255,12,neptune
udp,private,105,146,1,1,255,227,normal
tcp,telnet,0,0,290,18,255,18,neptune
tcp,http,212,313,9,9,255,255,normal
tcp,finger,0,0,18,5,255,65,neptune
udp,domain_u,34,88,1,5,255,218,normal
tcp,http,198,2424,11,17,104,255,normal
udp,private,105,145,1,1,65,65,normal
tcp,auth,0,0,202,12,255,12,neptune
tcp,time,0,0,258,17,255,17,neptune
tcp,ftp_data,14052,0,1,1,255,50,normal
tcp,http,177,10157,1,1,94,255,normal
tcp,http,230,452,16,16,255,255,normal
tcp,http,232,3120,15,15,41,255,normal
udp,domain_u,43,73,71,70,255,254,normal
tcp,http,206,364,23,23,61,255,normal
tcp,courier,0,0,117,6,255,6,neptune
tcp,private,0,0,214,9,255,8,neptune
udp,domain_u,46,46,67,148,255,255,normal
tcp,http,299,2239,5,5,255,254,normal
tcp,http,295,2966,6,8,255,255,normal
tcp,http,203,39751,1,1,54,255,normal
tcp,http,295,526,9,39,255,255,normal
tcp,http,0,0,1,1,61,2,ipsweep
udp,private,28,0,151,51,255,51,teardrop
tcp,http,280,944,2,9,174,255,normal
tcp,other,0,0,511,1,255,1,satan
tcp,ftp_data,8737,0,11,11,72,76,normal
tcp,http,170,378,1,1,21,255,normal
tcp,private,1,0,2,2,255,2,portsweep
tcp,http,245,764,1,5,31,255,normal
udp,private,207,0,2,2,78,70,nmap
tcp,ftp_data,0,0,7,1,249,61,neptune
udp,private,1,0,18,1,255,1,satan
udp,domain_u,43,43,108,188,255,255,normal
tcp,private,0,0,131,20,255,30,neptune
tcp,finger,8,140,1,1,20,3,normal
tcp,http,217,1324,2,2,17,255,normal
tcp,http,278,2251,2,5,31,45,normal
tcp,http,194,598,2,11,6,255,normal
tcp,kshell,0,0,112,9,255,9,neptune
tcp,http,332,29468,1,1,10,201,normal
tcp,ftp_data,71,0,1,1,60,82,normal
tcp,private,0,0,219,18,255,18,neptune
tcp,private,0,0,78,8,186,8,neptune
tcp,http,309,758,1,5,48,255,normal
udp,domain_u,45,73,155,158,255,227,normal
udp,domain_u,45,115,106,106,255,255,normal
tcp,nnsp,0,0,116,8,255,8,neptune
tcp,private,0,0,212,10,153,10,neptune
tcp,telnet,419,26382,1,1,117,19,normal
tcp,private,0,0,240,24,181,24,neptune
tcp,http,225,3876,4,21,180,255,normal
tcp,http,254,1133,22,22,112,246,normal
tcp,private,0,0,246,18,255,3,neptune
tcp,login,0,0,128,4,255,4,neptune
udp,domain_u,44,76,317,317,255,254,normal
icmp,ecr_i,1032,0,511,511,255,82,smurf
tcp,http,215,6657,1,1,1,255,normal
tcp,http,254,5172,1,2,32,255,normal
tcp,supdup,0,0,201,1,255,1,neptune
tcp,time,0,0,270,21,255,21,neptune
tcp,http,202,2095,3,4,3,255,normal
tcp,http,344,1958,5,5,39,255,normal
tcp,private,0,0,1,1,15,2,ipsweep
tcp,http,299,11783,22,22,182,255,normal
tcp,netbios_ssn,0,0,265,8,255,8,neptune
tcp,http,307,397,2,2,255,255,normal
tcp,http,205,27264,2,3,15,255,normal
tcp,private,0,0,221,6,255,6,neptune
tcp,auth,0,0,245,2,255,2,neptune
tcp,IRC,2201,10826,1,1,12,4,normal
tcp,other,0,0,511,1,255,1,satan
tcp,http,232,755,15,15,48,255,normal
icmp,eco_i,8,0,1,25,1,77,ipsweep
tcp,http,350,128,5,16,10,255,normal
udp,domain_u,44,136,228,305,153,114,normal
tcp,private,0,0,143,3,255,3,neptune
tcp,IRC,926,6499,1,1,55,17,normal
tcp,http,321,14962,8,8,255,255,normal
tcp,telnet,105,1479,1,1,3,1,normal
tcp,imap4,0,0,317,1,255,1,portsweep
tcp,telnet,0,0,38,9,255,50,neptune
tcp,http,344,1114,1,1,1,255,normal
udp,domain_u,42,133,79,159,255,195,normal
icmp,eco_i,30,0,1,1,62,90,normal
tcp,ftp_data,203,0,2,2,13,43,normal
tcp,http,243,389,1,15,100,255,normal
tcp,telnet,0,0,32,7,255,64,neptune
icmp,urp_i,181,0,5,4,255,38,normal
tcp,http,54540,8314,3,3,34,34,back
tcp,http,227,3552,10,41,103,255,normal
udp,private,1,0,1,1,255,1,satan
tcp,http,336,791,1,1,1,101,normal
tcp,private,0,0,134,19,255,16,neptune
tcp,http,0,0,1,10,6,255,normal
tcp,other,0,0,511,1,255,1,satan
tcp,private,0,0,98,2,255,2,neptune
udp,domain_u,44,72,140,140,255,255,normal
udp,domain_u,44,138,291,291,255,253,normal
tcp,vmnet,0,0,176,11,255,11,neptune
tcp,http,246,4686,20,21,208,255,normal
icmp,ecr_i,1032,0,384,384,255,255,smurf
tcp,private,0,0,119,8,228,8,neptune
tcp,uucp_path,0,0,225,10,255,10,neptune
tcp,nnsp,0,0,138,23,255,23,neptune
tcp,smtp,1784,361,1,2,46,135,normal
tcp,http,283,728,12,15,12,255,normal
tcp,http,192,885,2,3,255,255,normal
tcp,smtp,1046,333,1,1,108,122,normal
icmp,ecr_i,1032,0,511,511,255,91,smurf
tcp,whois,0,0,268,6,255,6,neptune
tcp,private,0,0,130,12,255,2,neptune
tcp,http,256,392,7,7,255,255,normal
tcp,http,212,529,21,21,71,255,normal
tcp,smtp,826,329,1,2,100,122,normal
tcp,private,0,0,229,2,255,6,neptune
tcp,http,205,1651,1,1,255,255,normal
udp,domain_u,43,107,3,8,242,221,normal
tcp,smtp,0,0,68,20,255,19,neptune
tcp,private,0,0,124,5,255,7,neptune
udp,domain_u,46,136,50,130,255,198,normal
tcp,http,0,0,1,1,57,255,normal
udp,domain_u,45,187,123,203,255,255,normal
tcp,http,214,4954,20,20,255,255,normal
tcp,http,301,6162,10,10,70,255,normal
tcp,http,309,1958,6,6,6,255,normal
tcp,smtp,1168,329,1,1,56,49,normal
tcp,uucp,0,0,131,7,255,12,neptune
udp,other,1,0,24,1,255,1,satan
tcp,private,0,0,216,12,255,20,neptune
tcp,http,233,1690,1,7,1,255,normal
tcp,echo,0,0,228,18,255,18,neptune
tcp,private,1,0,2,2,255,2,portsweep
tcp,smtp,3235,281,1,1,255,118,normal
tcp,http,237,396,6,6,255,255,normal
tcp,http,189,3284,1,1,26,255,normal
icmp,ecr_i,1032,0,511,511,255,208,smurf
tcp,http,287,269,16,18,255,255,normal
tcp,ftp_data,334,0,1,1,3,31,warezclient
udp,domain_u,46,72,172,172,255,204,normal
tcp,private,0,0,272,7,255,4,neptune
tcp,http,222,771,12,12,255,255,normal
tcp,http_443,0,0,134,1,255,1,neptune
tcp,time,0,0,227,5,255,16,neptune
icmp,eco_i,8,0,1,13,2,94,ipsweep
tcp,private,0,0,263,4,255,4,neptune
tcp,time,0,0,284,3,255,15,neptune
tcp,ftp_data,194,0,2,2,255,102,normal
tcp,private,0,0,127,16,255,14,neptune
tcp,http_443,0,0,145,16,255,16,neptune
tcp,gopher,0,0,228,22,255,22,neptune
udp,private,28,0,107,7,255,7,teardrop
tcp,private,0,0,228,15,255,13,neptune
udp,domain_u,46,46,152,232,255,255,normal
tcp,http,338,2590,17,17,255,255,normal
icmp,urp_i,182,0,2,1,255,18,normal
tcp,supdup,0,0,281,11,255,18,neptune
tcp,private,0,0,203,13,255,13,neptune
tcp,http,209,2894,53,54,255,255,normal
tcp,private,0,0,106,3,7,3,neptune
tcp,private,0,0,176,3,255,12,neptune
tcp,http,310,971,11,11,255,255,normal
tcp,private,0,0,114,4,255,4,neptune
tcp,uucp,0,0,146,20,255,20,neptune
icmp,eco_i,8,0,1,11,2,182,nmap
tcp,ftp_data,0,0,223,13,255,13,neptune
tcp,uucp_path,0,0,135,5,255,5,neptune
tcp,http,213,1286,5,5,98,255,normal
tcp,http,232,2012,14,14,73,255,normal
icmp,ecr_i,1032,0,511,511,255,59,smurf
udp,domain_u,44,119,65,64,255,233,normal
tcp,ftp_data,12983,0,2,2,3,55,normal
tcp,http,216,24716,5,5,255,255,normal
tcp,private,0,0,181,15,255,15,neptune
icmp,ecr_i,1032,0,364,364,255,255,smurf
udp,domain_u,42,42,7,14,255,227,normal
tcp,http,318,3231,13,35,157,255,normal
tcp,ssh,0,0,214,13,255,13,neptune
tcp,private,0,0,99,11,255,13,neptune
tcp,finger,0,0,27,6,255,62,neptune
tcp,ftp_data,3468,0,17,17,167,55,normal
tcp,http,285,710,6,12,52,255,normal
udp,domain_u,134,44,273,272,162,129,normal
tcp,http,197,3434,5,5,49,255,normal
tcp,http,219,1407,22,22,22,255,normal
tcp,gopher,0,0,167,14,255,14,neptune
udp,domain_u,46,140,79,159,255,254,normal
tcp,http,376,245,11,12,64,255,normal
tcp,http,197,4966,5,5,8,255,normal
udp,domain_u,43,78,65,145,255,254,normal
tcp,smtp,49,285,1,1,159,134,normal
tcp,telnet,2664,16749,1,1,255,20,normal
tcp,private,0,0,137,1,255,1,satan
tcp,http,161,257,1,2,4,255,normal
tcp,http,219,470,2,2,2,255,normal
tcp,http,192,762,1,9,42,255,normal
tcp,http,297,1442,11,16,255,255,normal
tcp,http,279,1857,14,15,255,255,normal
tcp,http,0,0,1,2,128,114,normal
tcp,private,0,0,133,11,255,29,neptune
udp,domain_u,46,135,178,244,255,242,normal
tcp,http,227,281,2,9,255,255,normal
tcp,http,362,3975,9,10,49,255,normal
tcp,http_443,0,0,115,17,255,6,neptune
tcp,netstat,0,0,301,20,255,20,neptune
tcp,private,0,0,203,2,255,2,neptune
tcp,private,0,0,130,15,255,26,neptune
tcp,uucp_path,0,0,206,1,255,1,neptune
tcp,private,0,0,51,1,169,1,satan
icmp,eco_i,20,0,1,1,255,1,satan
tcp,http,313,940,4,29,255,255,normal
tcp,http,255,6023,4,4,53,255,normal
tcp,domain,0,0,249,4,255,4,neptune
tcp,http,213,947,12,12,136,255,normal
tcp,http,297,894,8,8,255,255,normal
tcp,private,0,0,121,15,255,15,neptune
tcp,private,0,0,129,11,255,30,neptune
tcp,http,231,4542,8,8,255,255,normal
udp,domain_u,44,76,262,262,255,254,normal
tcp,imap4,0,0,216,7,255,7,neptune
tcp,whois,0,0,283,24,255,24,neptune
tcp,private,0,0,256,4,255,4,neptune
tcp,ftp_data,1830,0,2,2,102,75,normal
tcp,smtp,1433,337,1,2,117,138,normal
tcp,http,54540,8314,2,2,92,92,back
tcp,smtp,1936,398,1,1,136,146,normal
udp,domain_u,45,81,132,131,255,254,normal
udp,domain_u,46,87,132,135,255,225,normal
tcp,ftp_data,10272,0,2,2,255,8,normal
tcp,ftp,0,0,248,11,255,4,neptune
tcp,http,215,16372,2,2,58,255,normal
tcp,private,0,0,1,1,70,1,ipsweep
tcp,http,208,757,3,10,50,255,normal
tcp,private,0,0,106,2,255,2,neptune
tcp,ftp_data,1363,0,17,17,209,71,normal
tcp,http,174,0,1,5,72,255,normal
tcp,private,0,0,234,5,95,5,neptune
tcp,domain,0,0,267,13,255,13,neptune
tcp,http,144,37654,1,1,255,255,normal
tcp,http,287,2253,7,8,33,255,normal
tcp,discard,0,0,289,19,255,17,neptune
tcp,ftp,234,769,1,2,175,32,normal
tcp,http,295,655,36,36,255,255,normal
tcp,klogin,0,0,137,2,255,2,neptune
tcp,http,301,1565,11,12,11,255,normal
tcp,private,0,0,1,1,45,2,ipsweep
tcp,http,330,1537,2,25,6,255,normal
tcp,http,316,2278,6,6,255,255,normal
udp,domain_u,45,129,69,149,255,254,normal
tcp,http,320,379,8,9,255,255,normal
tcp,auth,0,0,279,10,255,10,neptune
udp,other,147,0,4,1,255,3,normal
udp,private,1,0,25,2,255,2,satan
tcp,http,226,9703,11,31,255,255,normal
tcp,http,209,10110,2,4,2,255,normal
tcp,http,290,760,3,3,118,255,normal
tcp,netbios_ns,0,0,196,7,255,7,neptune
tcp,echo,0,0,140,15,255,3,neptune
tcp,private,1,0,2,2,255,2,portsweep
tcp,telnet,0,0,1,1,192,16,normal
tcp,private,0,0,226,18,255,18,neptune
tcp,http,212,4791,2,12,7,255,normal
icmp,urp_i,182,0,2,1,255,19,normal
tcp,ftp_data,0,0,27,5,255,26,neptune
tcp,private,0,0,253,5,255,5,neptune
tcp,finger,13,229,1,1,50,14,normal
icmp,urp_i,70,0,18,2,255,21,normal
tcp,other,0,0,511,1,255,1,satan
tcp,http,192,11572,2,4,3,255,normal
tcp,systat,0,0,283,19,255,1,neptune
tcp,ftp_data,7077,0,4,4,129,88,normal
tcp,http_443,0,0,113,11,255,11,neptune
tcp,http,303,660,4,5,255,255,normal
tcp,private,0,0,13,7,255,7,neptune
tcp,smtp,741,331,1,1,95,148,normal
tcp,netstat,0,0,276,3,255,3,neptune
tcp,private,0,0,227,19,255,18,neptune
tcp,http,340,22965,1,1,12,183,normal
tcp,ftp,1481,4152,1,1,27,10,normal
tcp,uucp,0,0,115,11,255,11,neptune
tcp,finger,0,0,47,14,255,54,neptune
icmp,ecr_i,1480,0,2,4,4,151,pod
tcp,http,255,6912,3,5,39,255,normal
udp,domain_u,44,73,74,154,255,254,normal
tcp,http,0,0,1,1,13,213,normal
tcp,netbios_ns,0,0,272,6,255,6,neptune
tcp,uucp,0,0,107,6,255,6,neptune
tcp,http,308,294,14,21,255,255,normal
tcp,http,195,1227,1,1,255,255,normal
tcp,finger,0,0,22,2,64,7,neptune
tcp,http,216,594,1,2,19,255,normal
tcp,private,0,0,195,1,255,1,neptune
tcp,private,0,0,237,3,255,10,neptune
tcp,efs,0,0,141,14,255,14,neptune
tcp,http,234,1075,6,6,255,245,normal
tcp,private,0,0,98,17,255,17,neptune
udp,domain_u,45,76,199,199,255,255,normal
udp,domain_u,46,73,168,168,255,254,normal
tcp,private,1,0,2,2,255,2,portsweep
tcp,other,1,0,2,2,255,2,portsweep
icmp,eco_i,8,0,1,14,1,173,nmap
tcp,private,0,0,139,16,255,16,neptune
icmp,ecr_i,64,0,1,1,108,2,normal
tcp,telnet,0,0,67,16,255,67,neptune
tcp,private,0,0,1,1,124,1,portsweep
tcp,http,0,0,1,1,3,211,normal
tcp,courier,0,0,99,2,255,8,neptune
icmp,eco_i,8,0,1,18,1,87,ipsweep
tcp,private,0,0,309,1,255,1,satan
tcp,sunrpc,0,0,259,16,255,5,neptune
tcp,http,139,31614,1,4,255,255,normal
tcp,private,0,0,144,14,69,14,neptune
tcp,http,208,3997,3,3,3,255,normal
tcp,private,0,0,275,15,255,6,neptune
tcp,whois,0,0,269,1,255,3,neptune
tcp,http,54540,8314,4,4,255,255,back
tcp,pop_3,52,1554,1,1,146,6,normal
tcp,private,0,0,237,9,255,12,neptune
tcp,private,0,0,237,20,255,20,neptune
tcp,http,198,1943,5,5,5,255,normal
udp,domain_u,91,0,2,2,71,45,normal
tcp,private,0,0,214,3,255,1,neptune
tcp,http,303,1491,17,20,70,255,normal
tcp,http,216,292,10,30,59,255,normal
tcp,uucp,0,0,134,11,255,13,neptune
tcp,http,284,9418,11,11,199,255,normal
tcp,private,0,0,1,1,221,1,portsweep
tcp,http,300,2698,1,1,255,248,normal
tcp,http,404,749,1,32,1,255,normal
tcp,telnet,0,0,61,14,255,64,neptune
tcp,uucp_path,0,0,202,2,255,2,neptune
icmp,eco_i,8,0,1,50,1,17,ipsweep
tcp,telnet,0,0,261,14,255,7,neptune
tcp,imap4,0,0,200,19,255,19,neptune
tcp,ftp_data,12324,0,2,2,40,6,normal
tcp,smtp,1447,328,1,4,47,138,normal
tcp,http,320,482,19,37,255,255,normal
tcp,smtp,966,334,1,1,220,157,normal
tcp,http,0,0,1,1,4,143,normal
tcp,finger,0,0,1,1,214,14,normal
tcp,private,0,0,223,11,255,7,neptune
tcp,private,0,0,133,9,255,12,neptune
udp,domain_u,45,75,310,310,255,219,normal
tcp,private,0,0,255,4,255,17,neptune
icmp,eco_i,8,0,1,18,4,41,nmap
tcp,http,167,2619,25,25,49,255,normal
tcp,http,280,1329,24,24,255,255,normal
tcp,netbios_dgm,0,0,255,21,255,21,neptune
tcp,http,139,32424,1,1,255,255,normal
tcp,private,0,0,204,2,255,2,neptune
tcp,http,237,2445,3,21,202,255,normal
tcp,nnsp,0,0,124,7,255,4,neptune
tcp,domain,0,0,231,1,255,1,neptune
tcp,private,0,0,130,9,135,12,neptune
tcp,courier,0,0,106,4,255,4,neptune
tcp,private,0,0,272,15,255,15,neptune
tcp,finger,0,0,65,17,255,37,neptune
udp,domain_u,44,129,199,276,201,162,normal
icmp,eco_i,8,0,1,28,2,38,ipsweep
tcp,Z39_50,0,0,288,15,255,11,neptune
tcp,http,329,15337,4,4,255,255,normal
tcp,ftp,1183,2445,1,1,255,88,warezclient
tcp,private,0,0,1,1,255,1,portsweep
icmp,ecr_i,1032,0,187,187,255,187,smurf
tcp,uucp,0,0,125,5,255,5,neptune
tcp,http,199,450,3,3,209,212,normal
icmp,ecr_i,1032,0,270,270,123,29,smurf
tcp,ftp_data,1470,0,4,4,255,92,normal
tcp,ftp,1458,4152,1,1,144,40,normal
icmp,eco_i,8,0,1,43,1,13,nmap
tcp,ftp_data,2194619,0,2,2,120,77,normal
tcp,netbios_dgm,0,0,234,8,255,9,neptune
tcp,private,0,0,100,10,255,10,neptune
udp,other,145,105,2,2,255,2,normal
tcp,http,218,8663,1,8,190,255,normal
tcp,http_443,0,0,43,11,255,11,neptune
udp,domain_u,44,131,72,152,255,254,normal
tcp,mtp,0,0,267,6,255,6,neptune
tcp,smtp,2764,367,1,1,255,182,normal
tcp,ftp_data,641,0,2,2,111,112,normal
tcp,http,302,307,2,3,255,255,normal
tcp,http,223,887,5,5,255,255,normal
tcp,ftp_data,960,0,2,2,40,6,normal
tcp,smtp,1437,338,1,2,120,179,normal
tcp,private,0,0,104,3,255,2,neptune
tcp,http,205,434,29,33,255,255,normal
tcp,exec,0,0,145,16,255,16,neptune
udp,domain_u,44,44,132,214,255,254,normal
tcp,private,0,0,141,20,255,20,neptune
tcp,http,334,1320,7,29,255,255,normal
tcp,private,0,0,88,19,255,2,neptune
tcp,discard,0,0,110,2,255,2,neptune
tcp,smtp,4657,334,1,3,147,94,normal
udp,domain_u,43,137,70,147,255,191,normal
tcp,telnet,0,0,35,6,255,54,neptune
tcp,http,338,327,2,16,222,255,normal
tcp,http,331,1397,12,12,116,255,normal
tcp,ftp,1503,4152,1,2,113,23,normal
tcp,private,0,0,216,18,255,20,neptune
tcp,ftp,0,133,1,1,2,1,ipsweep
tcp,http,227,349,5,5,5,255,normal
icmp,ecr_i,1480,0,9,9,255,9,pod
udp,domain_u,46,134,149,149,255,254,normal
tcp,smtp,979,340,1,2,202,140,normal
tcp,smtp,754,337,1,1,106,148,normal
tcp,http,333,492,34,41,255,255,normal
udp,domain_u,44,132,146,146,255,254,normal
tcp,http,324,57408,21,21,21,255,normal
tcp,csnet_ns,0,0,274,16,255,5,neptune
tcp,http,289,4080,5,7,248,255,normal
tcp,http,293,1474,9,9,9,255,normal
tcp,http,306,1104,11,12,11,255,normal
tcp,http,211,1565,6,6,44,255,normal
tcp,smtp,3572,329,1,3,238,170,normal
tcp,http,379,2269,18,18,47,255,normal
tcp,http,219,1228,2,2,13,13,normal
tcp,http,215,310,6,6,6,255,normal
tcp,http,54540,8314,2,2,87,87,back
tcp,smtp,2493,328,1,1,255,147,normal
tcp,private,0,0,178,3,255,12,neptune
tcp,private,0,0,241,14,182,14,neptune
tcp,imap4,0,0,266,16,255,16,neptune
tcp,http,299,6534,23,23,23,255,normal
tcp,http,246,5776,13,13,255,255,normal
tcp,http,0,0,2,2,19,201,normal
tcp,http,304,2013,2,2,2,2,normal
tcp,private,0,0,156,19,255,5,neptune
tcp,ftp,0,0,249,16,255,16,neptune
tcp,http,0,0,1,2,5,46,normal
tcp,telnet,0,0,54,12,136,35,neptune
icmp,urp_i,78,0,21,2,255,9,normal
tcp,http,337,942,14,14,255,255,normal
tcp,private,0,0,91,1,255,1,satan
tcp,kshell,0,0,142,10,255,10,neptune
tcp,echo,0,0,145,20,255,3,neptune
tcp,private,0,0,52,1,255,1,satan
tcp,http,214,6204,11,11,163,255,normal
tcp,ftp_data,334,0,2,2,10,20,warezclient
tcp,ftp,1049,2274,1,1,255,26,warezclient
tcp,domain,0,0,112,12,255,12,neptune
tcp,uucp_path,0,0,202,1,255,1,neptune
tcp,ftp_data,748,0,1,1,163,31,normal
tcp,smtp,971,367,1,1,119,192,normal
tcp,other,0,0,511,1,255,1,satan
tcp,http,346,2445,3,3,255,255,normal
tcp,auth,0,0,136,6,255,19,neptune
tcp,http,230,10828,4,43,18,255,normal
tcp,ldap,0,0,292,10,255,10,neptune
tcp,http,164,14875,25,29,255,255,normal
tcp,http,266,1639,10,18,223,255,normal
tcp,http,260,193,1,1,23,255,normal
tcp,private,0,0,125,3,255,20,neptune
tcp,Z39_50,0,0,231,13,255,13,neptune
tcp,http,0,0,1,1,16,255,normal
icmp,ecr_i,1032,0,164,164,255,255,smurf
tcp,http,201,1031,22,24,142,255,normal
tcp,http,319,12689,11,11,255,255,normal
tcp,private,0,0,166,2,255,20,neptune
udp,domain_u,44,128,65,145,255,254,normal
tcp,http,244,263,21,21,255,255,normal
tcp,http,298,736,2,3,31,255,normal
tcp,http,335,652,2,2,10,255,normal
tcp,http,201,1648,2,2,2,255,normal
tcp,ftp_data,5929,0,2,2,97,118,normal
tcp,http,261,391,12,16,255,255,normal
tcp,ftp,0,0,105,23,255,6,neptune
udp,domain_u,91,0,1,1,135,97,normal
tcp,gopher,0,0,259,16,255,16,neptune
tcp,csnet_ns,0,0,242,9,255,9,neptune
tcp,http,214,1443,37,37,37,255,normal
tcp,http,352,13356,5,6,255,255,normal
tcp,http,231,1380,7,7,255,255,normal
tcp,telnet,0,0,15,2,255,12,neptune
tcp,netstat,0,0,201,14,255,14,neptune
udp,domain_u,44,127,89,136,255,253,normal
tcp,nnsp,0,0,134,5,255,4,neptune
tcp,private,0,0,142,11,222,15,neptune
tcp,smtp,2476,387,2,1,255,18,normal
tcp,ftp,1508,4152,1,1,104,28,normal
tcp,smtp,811,328,1,3,76,30,normal
tcp,vmnet,0,0,240,20,255,1,neptune
tcp,uucp,0,0,122,12,255,12,neptune
tcp,gopher,0,0,226,3,255,3,neptune
tcp,http,193,649,5,6,5,243,normal
tcp,http,196,6356,17,39,255,255,normal
tcp,other,16787,0,9,1,75,1,normal
udp,domain_u,45,76,228,228,255,255,normal
tcp,ftp_data,1692,0,2,2,255,31,normal
tcp,smtp,1264,411,1,2,198,166,normal
icmp,eco_i,18,0,1,1,1,206,ipsweep
tcp,http,342,7208,2,2,30,255,normal
tcp,private,0,0,298,6,255,1,neptune
tcp,private,0,0,1,1,187,1,portsweep
tcp,ftp_data,0,0,251,10,255,12,neptune
tcp,http,227,10739,22,22,255,255,normal
tcp,link,0,0,261,1,255,1,neptune
tcp,ftp_data,334,0,1,1,11,11,warezclient
tcp,time,0,4,1,1,16,16,normal
tcp,http,229,280,8,28,255,255,normal
tcp,http,196,25519,2,2,192,255,normal
tcp,smtp,1716,367,1,1,255,128,normal
udp,domain_u,40,40,3,6,255,255,normal
tcp,private,0,0,500,1,255,1,satan
tcp,http,0,0,35,13,255,65,neptune
tcp,http_443,0,0,147,19,255,12,neptune
tcp,http,237,1091,15,18,255,255,normal
tcp,imap4,0,0,229,2,255,2,neptune
tcp,private,0,0,284,18,255,18,neptune
tcp,smtp,977,326,1,2,255,203,normal
tcp,other,0,0,479,1,255,1,satan
udp,domain_u,46,136,274,274,255,251,normal
icmp,eco_i,8,0,1,13,2,58,ipsweep
tcp,http,213,27544,43,47,252,255,normal
tcp,http,330,6758,11,14,255,255,normal
tcp,http,227,2531,4,4,13,255,normal
udp,domain_u,42,42,28,89,255,255,normal
tcp,http,335,4898,5,5,32,255,normal
icmp,ecr_i,520,0,461,461,197,197,smurf
tcp,bgp,0,0,290,20,255,20,neptune
tcp,time,0,4,1,1,18,18,normal
tcp,private,0,0,219,13,160,13,neptune
tcp,smtp,942,374,1,2,214,106,normal
tcp,Z39_50,0,0,237,17,255,17,neptune
tcp,http,336,3211,7,9,255,255,normal
tcp,private,0,0,159,4,255,4,neptune
tcp,ftp,1524,4152,1,1,75,5,normal
tcp,http,211,442,8,10,217,255,normal
tcp,smtp,11524,921,1,1,4,173,normal
tcp,imap4,0,0,4,125,10,10,imap
tcp,smtp,1983,494,1,2,68,190,normal
tcp,Z39_50,0,0,262,9,255,9,neptune
udp,domain_u,45,84,141,141,255,254,normal
tcp,http,208,3867,11,11,255,255,normal
udp,domain_u,43,76,217,217,255,254,normal
icmp,ecr_i,520,0,460,460,237,237,smurf
tcp,other,1,0,2,2,255,2,portsweep
tcp,time,0,0,21,1,255,1,neptune
tcp,http,225,1674,28,28,255,255,normal
tcp,http,313,469,11,11,36,255,normal
tcp,http,224,1546,4,13,4,255,normal
tcp,http,0,0,1,5,8,255,normal
tcp,ftp_data,0,0,32,6,112,44,neptune
tcp,http,303,662,36,55,255,255,normal
tcp,smtp,2926,334,1,1,87,95,normal
tcp,http,247,1244,2,2,22,255,normal
udp,domain_u,41,127,76,156,255,255,normal
tcp,private,0,0,1,1,210,1,nmap
tcp,ftp_data,246,0,1,1,1,57,warezclient
udp,other,147,105,2,2,255,2,normal
tcp,smtp,721,329,1,2,157,117,normal
udp,domain_u,46,75,116,116,255,175,normal
tcp,http,306,1904,13,13,81,255,normal
tcp,private,0,0,102,2,255,22,neptune
tcp,private,0,0,110,20,255,20,neptune
tcp,ftp_data,567,0,1,1,6,1,normal
tcp,ftp_data,334,0,2,2,4,4,warezclient
tcp,nnsp,0,0,138,8,255,8,neptune
tcp,ftp,1206,3380,1,1,255,38,normal
tcp,telnet,0,0,220,3,255,11,neptune
tcp,http,203,481,5,7,255,255,normal
tcp,http,157,18961,4,4,92,255,normal
tcp,private,0,0,223,24,255,24,neptune
tcp,http,343,6901,8,8,87,255,normal
udp,domain_u,45,136,80,160,255,206,normal
tcp,ftp_data,2194619,0,3,2,255,36,normal
tcp,http,269,2232,15,19,255,255,normal
tcp,http,241,1603,16,24,146,255,normal
tcp,http,240,4359,3,3,255,255,normal
tcp,http,0,0,1,1,12,251,normal
tcp,http,223,431,4,4,255,255,normal
tcp,ftp_data,192,0,2,3,217,37,normal
tcp,nntp,0,0,94,4,255,1,neptune
udp,other,146,105,4,2,255,2,normal
tcp,telnet,0,0,10,3,255,3,neptune
